Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit,Lead_Time_Dias
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,Kristina Nunn,Home Office,West,Office Supplies,Binders,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,99.68,6,0.3,32.08,6
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,Kristina Nunn,Home Office,West,Office Supplies,Art,OFF-AR-10003856,Newell 344,5.56,5,0.3,0.66,6
CA-2016-104514,2016-01-02,2016-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,East,Office Supplies,Storage,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",85.52,3,0.2,22.39,2
CA-2016-104514,2016-01-02,2016-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,East,Office Supplies,Art,OFF-AR-10001473,Newell 313,9.84,9,0.3,2.12,2
CA-2016-104514,2016-01-02,2016-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,East,Office Supplies,Paper,OFF-PA-10004285,Xerox 1959,20.04,5,0.1,4.23,2
CA-2016-141040,2016-10-09,2016-10-13,Second Class,TB-21250,Tim Brockman,Consumer,East,Technology,Phones,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,5,0.2,167.71,4
CA-2016-141040,2016-10-09,2016-10-13,Second Class,TB-21250,Tim Brockman,Consumer,East,Office Supplies,Paper,OFF-PA-10002245,Xerox 1895,23.92,4,0.0,2.68,4
CA-2015-113579,2015-12-13,2015-12-15,Second Class,KD-16345,Katherine Ducich,Consumer,West,Office Supplies,Paper,OFF-PA-10001457,White GlueTop Scratch Pads,90.24,4,0.2,8.82,2
CA-2015-144624,2015-11-19,2015-11-23,Standard Class,JM-15865,John Murray,Consumer,East,Technology,Phones,TEC-PH-10002885,Apple iPhone 5,4548.81,1,0.1,1117.07,4
CA-2017-146206,2017-09-10,2017-09-14,Second Class,KT-16480,Kean Thornton,Consumer,Central,Furniture,Tables,FUR-TA-10004086,KI Adjustable-Height Table,300.93,7,0.3,41.28,4
CA-2017-146206,2017-09-10,2017-09-14,Second Class,KT-16480,Kean Thornton,Consumer,Central,Technology,Phones,TEC-PH-10000895,Polycom VVX 310 VoIP phone,719.96,9,0.2,246.36,4
CA-2015-136644,2015-06-16,2015-06-22,Standard Class,SC-20575,Sonia Cooley,Consumer,Central,Furniture,Chairs,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",647.84,3,0.3,120.14,6
CA-2016-122371,2016-09-26,2016-10-01,Standard Class,BS-11800,Bryan Spruell,Home Office,West,Office Supplies,Storage,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,2,0.2,5.36,5
CA-2016-122371,2016-09-26,2016-10-01,Standard Class,BS-11800,Bryan Spruell,Home Office,West,Office Supplies,Envelopes,OFF-EN-10000056,Cameo Buff Policy Envelopes,124.46,3,0.1,31.83,5
CA-2017-126935,2017-05-19,2017-05-24,Standard Class,BT-11395,Bill Tyler,Corporate,West,Office Supplies,Binders,OFF-BI-10004817,GBC Personal VeloBind Strips,9.584,1,0.2,1.36,5
US-2018-133781,2018-06-22,2018-06-23,First Class,DC-12850,Dan Campbell,Consumer,South,Office Supplies,Envelopes,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,6,0.3,3.56,1
CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200,Luke Schmidt,Corporate,Central,Office Supplies,Paper,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,7,0.3,2.16,3
CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200,Luke Schmidt,Corporate,Central,Office Supplies,Binders,OFF-BI-10000546,Avery Durable Binders,2.304,2,0.1,0.78,3
CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200,Luke Schmidt,Corporate,Central,Office Supplies,Binders,OFF-BI-10001294,Fellowes Binding Cases,9.36,8,0.2,1.62,3
CA-2017-149482,2017-11-14,2017-11-19,Standard Class,RR-19315,Ralph Ritter,Consumer,West,Office Supplies,Labels,OFF-LA-10000248,Avery 52,7.38,6,0.0,1.14,5
CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,West,Office Supplies,Storage,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.2,9.85,2
CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,West,Office Supplies,Supplies,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,8187.65,5,0.1,439.14,2
CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,West,Furniture,Furnishings,FUR-FU-10004351,Staple-based wall hangings,77.92,8,0.0,7.01,2
CA-2016-120397,2016-07-02,2016-07-02,Same Day,RB-19435,Richard Bierner,Consumer,Central,Office Supplies,Appliances,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,32.784,3,0.1,10.0,0
CA-2018-163902,2018-03-02,2018-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,West,Technology,Phones,TEC-PH-10000675,Panasonic KX TS3282B Corded phone,196.776,3,0.2,67.57,6
CA-2018-163902,2018-03-02,2018-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,West,Technology,Accessories,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,479.94,4,0.0,46.74,6
CA-2017-136812,2017-11-18,2017-11-23,Standard Class,AW-10930,Arthur Wiediger,Home Office,Central,Office Supplies,Storage,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,1,0.1,235.5,5
CA-2016-102722,2016-04-18,2016-04-19,First Class,KW-16570,Kelly Williams,Consumer,South,Technology,Accessories,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,106.5,9,0.3,36.2,1
CA-2018-155089,2018-12-02,2018-12-06,Standard Class,DB-12910,Daniel Byrd,Home Office,South,Office Supplies,Binders,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",45.66,8,0.0,4.43,4
CA-2017-124506,2017-11-11,2017-11-17,Standard Class,BB-11545,Brenda Bowman,Corporate,Central,Technology,Accessories,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,8,0.0,10.16,6
CA-2017-124506,2017-11-11,2017-11-17,Standard Class,BB-11545,Brenda Bowman,Corporate,Central,Furniture,Chairs,FUR-CH-10004540,Global Chrome Stack Chair,47.992,6,0.1,15.74,6
CA-2015-106572,2015-09-05,2015-09-10,Standard Class,NP-18700,Nora Preis,Consumer,East,Office Supplies,Storage,OFF-ST-10000585,Economy Rollaway Files,264.32,7,0.3,69.17,5
CA-2015-128888,2015-11-15,2015-11-22,Standard Class,PB-19105,Peter BÃ¼hler,Consumer,Central,Office Supplies,Envelopes,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,604.656,6,0.0,57.8,7
CA-2018-123134,2018-05-02,2018-05-07,Standard Class,DW-13585,Dorothy Wardle,Corporate,East,Furniture,Furnishings,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,9,0.1,21.83,5
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Office Supplies,Labels,OFF-LA-10004559,Avery 49,20.16,3,0.0,1.35,6
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Office Supplies,Labels,OFF-LA-10003223,Avery 508,29.46,3,0.0,5.3,6
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Office Supplies,Appliances,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,868.59,3,0.0,246.13,6
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Office Supplies,Paper,OFF-PA-10003177,Xerox 1999,12.96,3,0.3,2.8,6
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Technology,Phones,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,5.5,9,0.2,1.34,6
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,Central,Office Supplies,Binders,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,121.6,4,0.2,18.0,6
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,Central,Office Supplies,Art,OFF-AR-10004078,Newell 312,42.048,7,0.3,4.14,4
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,Central,Technology,Accessories,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,25.488,9,0.3,1.37,4
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,Central,Office Supplies,Binders,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,6.9,7,0.1,2.05,4
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,Central,Office Supplies,Binders,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,9,0.0,2.33,4
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,Central,Office Supplies,Paper,OFF-PA-10001526,Xerox 1949,7.968,3,0.3,0.95,4
CA-2015-108707,2015-10-24,2015-10-29,Standard Class,DB-12910,Daniel Byrd,Home Office,South,Office Supplies,Paper,OFF-PA-10000788,Xerox 210,10.368,4,0.1,1.82,5
CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510,Don Jones,Corporate,South,Office Supplies,Paper,OFF-PA-10000595,Xerox 1929,114.2,8,0.2,33.17,4
CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510,Don Jones,Corporate,South,Office Supplies,Binders,OFF-BI-10000829,Avery Non-Stick Binders,17.96,6,0.2,3.8,4
CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510,Don Jones,Corporate,South,Office Supplies,Fasteners,OFF-FA-10002676,Colored Push Pins,12.67,5,0.2,1.77,4
CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510,Don Jones,Corporate,South,Technology,Accessories,TEC-AC-10000844,LogitechÂ Gaming G510s - Keyboard,339.96,4,0.2,44.25,4
US-2018-117723,2018-08-15,2018-08-18,Second Class,DL-13495,Dionis Lloyd,Corporate,East,Office Supplies,Storage,OFF-ST-10004459,Tennsco Single-Tier Lockers,1801.632,8,0.1,207.7,3
CA-2016-143238,2016-09-06,2016-09-08,First Class,LO-17170,Lori Olson,Corporate,West,Technology,Accessories,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,1,0.0,13.76,2
CA-2016-168746,2016-01-27,2016-01-29,Second Class,SV-20365,Seth Vernon,Consumer,East,Furniture,Chairs,FUR-CH-10000513,High-Back Leather Manager's Chair,181.986,9,0.1,40.87,2
CA-2016-168746,2016-01-27,2016-01-29,Second Class,SV-20365,Seth Vernon,Consumer,East,Technology,Phones,TEC-PH-10000895,Polycom VVX 310 VoIP phone,431.976,1,0.0,113.5,2
CA-2016-168746,2016-01-27,2016-01-29,Second Class,SV-20365,Seth Vernon,Consumer,East,Technology,Phones,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,155.37,8,0.2,47.86,2
CA-2016-113404,2016-07-16,2016-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,West,Furniture,Chairs,FUR-CH-10003312,Hon 2090 âPillow Softâ Series Mid Back Swivel/Tilt Chairs,1348.704,4,0.3,466.73,0
CA-2016-113404,2016-07-16,2016-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,West,Furniture,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,9,0.3,87.41,0
CA-2017-144792,2017-04-30,2017-05-04,Standard Class,KD-16615,Ken Dana,Corporate,West,Furniture,Furnishings,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,111.888,5,0.3,11.67,4
CA-2015-164385,2015-09-26,2015-10-01,Second Class,NB-18580,Nicole Brennan,Corporate,East,Office Supplies,Appliances,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.0,27.15,5
US-2017-114174,2017-09-08,2017-09-14,Standard Class,AP-10720,Anne Pryor,Home Office,East,Furniture,Bookcases,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,9,0.2,10.53,6
US-2017-114174,2017-09-08,2017-09-14,Standard Class,AP-10720,Anne Pryor,Home Office,East,Office Supplies,Labels,OFF-LA-10000248,Avery 52,14.76,9,0.1,4.24,6
CA-2018-108070,2018-04-16,2018-04-20,Standard Class,JE-15745,Joel Eaton,Consumer,West,Office Supplies,Storage,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0.3,64.89,4
CA-2018-108070,2018-04-16,2018-04-20,Standard Class,JE-15745,Joel Eaton,Consumer,West,Furniture,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,4,0.0,26.31,4
US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,West,Office Supplies,Art,OFF-AR-10002255,Newell 346,2.304,8,0.3,0.3,6
US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,West,Technology,Phones,TEC-PH-10002624,Samsung Galaxy S4 Mini,1879.96,2,0.1,163.46,6
US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,West,Office Supplies,Paper,OFF-PA-10001878,Xerox 1891,313.024,9,0.2,51.54,6
US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,West,Office Supplies,Labels,OFF-LA-10000452,Avery 488,5.04,6,0.1,1.51,6
CA-2018-101042,2018-11-19,2018-11-23,Standard Class,AB-10105,Adrian Barton,Consumer,South,Furniture,Furnishings,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,9,0.2,126.86,4
CA-2018-101042,2018-11-19,2018-11-23,Standard Class,AB-10105,Adrian Barton,Consumer,South,Office Supplies,Binders,OFF-BI-10000088,GBC Imprintable Covers,21.96,8,0.2,1.32,4
CA-2017-155439,2017-09-14,2017-09-18,Standard Class,PN-18775,Parhena Norris,Home Office,South,Office Supplies,Paper,OFF-PA-10000029,Xerox 224,25.92,7,0.2,3.43,4
CA-2017-118626,2017-08-15,2017-08-20,Standard Class,JC-15775,John Castell,Consumer,South,Technology,Phones,TEC-PH-10000369,HTC One Mini,705.544,1,0.3,244.81,5
CA-2016-111458,2016-09-26,2016-09-30,Standard Class,PF-19165,Philip Fox,Consumer,East,Technology,Accessories,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,50.0,3,0.1,12.65,4
US-2017-126844,2017-10-08,2017-10-14,Standard Class,BW-11110,Bart Watters,Corporate,Central,Furniture,Furnishings,FUR-FU-10004909,Contemporary Wood/Metal Frame,51.712,2,0.3,16.56,6
US-2016-112508,2016-03-24,2016-03-30,Standard Class,BP-11185,Ben Peterman,Corporate,South,Office Supplies,Appliances,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,5,0.1,1.97,6
CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,West,Furniture,Bookcases,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,5,0.0,298.13,4
CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,West,Office Supplies,Labels,OFF-LA-10003766,Self-Adhesive Removable Labels,15.75,5,0.0,1.49,4
CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,West,Office Supplies,Storage,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,323.1,4,0.1,49.95,4
CA-2016-144288,2016-12-25,2016-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,South,Office Supplies,Labels,OFF-LA-10003190,Avery 474,9.216,5,0.1,2.07,6
CA-2016-144288,2016-12-25,2016-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,South,Office Supplies,Paper,OFF-PA-10002787,Xerox 227,10.368,3,0.1,3.23,6
CA-2016-110632,2016-03-17,2016-03-22,Second Class,HR-14830,Harold Ryan,Corporate,East,Technology,Accessories,TEC-AC-10000387,KeyTronicÂ KT800P2 -Â KeyboardÂ - Black,15.02,1,0.1,1.96,5
CA-2016-110632,2016-03-17,2016-03-22,Second Class,HR-14830,Harold Ryan,Corporate,East,Office Supplies,Storage,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,5,0.2,2.92,5
CA-2018-109589,2018-12-21,2018-12-24,First Class,BD-11635,Brian Derr,Consumer,South,Technology,Accessories,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,71.0,9,0.3,15.45,3
CA-2018-123967,2018-11-01,2018-11-03,Second Class,SF-20200,Sarah Foster,Consumer,West,Office Supplies,Binders,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,25.12,9,0.2,2.59,2
CA-2018-123967,2018-11-01,2018-11-03,Second Class,SF-20200,Sarah Foster,Consumer,West,Furniture,Tables,FUR-TA-10003954,Hon 94000 Series Round Tables,2665.62,4,0.3,621.38,2
CA-2018-148929,2018-09-07,2018-09-11,Standard Class,SP-20620,Stefania Perrino,Corporate,East,Office Supplies,Storage,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,3,0.3,61.7,4
CA-2018-134404,2018-12-27,2018-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,East,Technology,Phones,TEC-PH-10000576,AT&T 1080 Corded phone,164.388,1,0.3,19.61,0
CA-2018-134404,2018-12-27,2018-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,East,Office Supplies,Art,OFF-AR-10004441,BIC Brite Liner Highlighters,13.248,2,0.2,2.25,0
CA-2018-109778,2018-07-16,2018-07-21,Standard Class,VM-21685,Valerie Mitchum,Home Office,Central,Office Supplies,Art,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",2.912,8,0.1,0.66,5
CA-2017-155845,2017-08-12,2017-08-15,Second Class,CM-12235,Chris McAfee,Consumer,Central,Technology,Accessories,TEC-AC-10004145,Logitech diNovo Edge Keyboard,1399.944,1,0.2,299.02,3
CA-2018-145128,2018-07-09,2018-07-14,Standard Class,SM-20320,Sean Miller,Home Office,Central,Furniture,Furnishings,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,8,0.2,64.97,5
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,South,Office Supplies,Envelopes,OFF-EN-10004955,Fashion Color Clasp Envelopes,16.23,7,0.3,5.15,5
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,South,Office Supplies,Binders,OFF-BI-10001071,GBC ProClick Punch Binding System,319.9,8,0.0,26.54,5
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,South,Office Supplies,Envelopes,OFF-EN-10001990,Staple envelope,11.36,6,0.0,0.7,5
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,South,Office Supplies,Appliances,OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,9,0.2,155.83,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Furniture,Furnishings,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.3,5.47,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Office Supplies,Storage,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",489.92,4,0.2,98.7,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Office Supplies,Paper,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,6,0.2,6.52,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Office Supplies,Paper,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,8,0.1,4.33,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Technology,Phones,TEC-PH-10004833,Macally Suction Cup Mount,155.35,5,0.3,36.54,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Furniture,Furnishings,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,12.42,3,0.0,2.76,5
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,South,Technology,Phones,TEC-PH-10002103,Jabra SPEAK 410,187.98,6,0.0,19.52,5
CA-2016-121041,2016-11-03,2016-11-10,Standard Class,CS-12250,Chris Selesnick,Corporate,Central,Office Supplies,Envelopes,OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",6.608,4,0.0,1.19,7
CA-2018-131695,2018-06-30,2018-07-06,Standard Class,RA-19285,Ralph Arnett,Consumer,East,Office Supplies,Storage,OFF-ST-10001476,Steel Personal Filing/Posting Tote,248.57,9,0.2,37.97,6
CA-2018-131695,2018-06-30,2018-07-06,Standard Class,RA-19285,Ralph Arnett,Consumer,East,Furniture,Furnishings,FUR-FU-10002045,"Executive Impressions 14""",22.23,3,0.3,7.47,6
CA-2017-137729,2017-05-05,2017-05-09,Standard Class,BF-11005,Barry Franz,Home Office,West,Office Supplies,Storage,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,4,0.1,0.73,4
CA-2017-137729,2017-05-05,2017-05-09,Standard Class,BF-11005,Barry Franz,Home Office,West,Technology,Phones,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,246.168,7,0.0,47.13,4
US-2017-115455,2017-09-08,2017-09-14,Standard Class,SE-20110,Sanjit Engle,Consumer,Central,Furniture,Furnishings,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",14.136,7,0.3,4.69,6
US-2017-115455,2017-09-08,2017-09-14,Standard Class,SE-20110,Sanjit Engle,Consumer,Central,Furniture,Tables,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,601.47,4,0.0,172.47,6
CA-2018-128300,2018-11-24,2018-11-26,Second Class,RS-19765,Roland Schwarz,Corporate,South,Technology,Phones,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,79.1,6,0.1,26.84,2
CA-2018-128300,2018-11-24,2018-11-26,Second Class,RS-19765,Roland Schwarz,Corporate,South,Office Supplies,Binders,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,3,0.3,76.22,2
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,Central,Office Supplies,Envelopes,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,6,0.2,27.17,4
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,Central,Office Supplies,Binders,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,914.97,2,0.2,272.66,4
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,Central,Technology,Phones,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,8,0.0,80.81,4
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,Central,Office Supplies,Storage,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,530.34,2,0.0,52.73,4
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,Central,Office Supplies,Paper,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,7,0.3,3.91,4
CA-2018-108553,2018-04-23,2018-04-29,Standard Class,SK-19990,Sally Knutson,Consumer,East,Office Supplies,Appliances,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,9,0.1,29.47,6
CA-2018-108553,2018-04-23,2018-04-29,Standard Class,SK-19990,Sally Knutson,Consumer,East,Office Supplies,Supplies,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",122.71,1,0.0,38.49,6
CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,East,Office Supplies,Paper,OFF-PA-10000349,Easy-staple paper,14.94,8,0.3,5.06,0
CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,East,Technology,Machines,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,7,0.1,414.62,0
CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,East,Furniture,Bookcases,FUR-BO-10000362,Sauder Inglewood Library Bookcases,136.784,6,0.0,9.3,0
CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,East,Furniture,Furnishings,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",61.12,6,0.0,15.24,0
CA-2015-112718,2015-12-16,2015-12-21,Standard Class,KN-16450,Kean Nguyen,Corporate,South,Office Supplies,Binders,OFF-BI-10000591,Avery Binder Labels,1.167,6,0.3,0.33,5
CA-2017-154053,2017-03-04,2017-03-10,Standard Class,MG-17890,Michael Granlund,Home Office,West,Office Supplies,Art,OFF-AR-10003727,Berol Giant Pencil Sharpener,16.99,9,0.0,5.85,6
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Technology,Accessories,TEC-AC-10001635,KeyTronicÂ KT400U2 -Â KeyboardÂ - Black,24.672,2,0.2,4.01,5
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Office Supplies,Labels,OFF-LA-10001317,Avery 520,2.52,1,0.1,0.25,5
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Furniture,Tables,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,1218.735,6,0.1,372.79,5
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Office Supplies,Labels,OFF-LA-10000248,Avery 52,5.904,8,0.2,0.86,5
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Office Supplies,Paper,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.3,3.6,5
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,Central,Furniture,Furnishings,FUR-FU-10000221,"Master Caster Door Stop, Brown",6.096,1,0.2,1.02,5
CA-2017-137204,2017-04-28,2017-05-05,Standard Class,BO-11350,Bill Overfelt,Corporate,West,Furniture,Chairs,FUR-CH-10002304,"Global Stack Chair without Arms, Black",41.568,9,0.2,7.1,7
